"CREATIONDATE","OBJECTDESC","TITLE","CLOSEDDATETIME","CASECLOSUREREASONDESCRIPTION"
"2025-02-10 00:00:00","2444 N 40TH ST, MILWAUKEE, WI, 53210-3015","Garbage Cart: Additional","","DUPLEX ADDITIONAL G CART NEEDED"
"2025-02-10 00:00:00","2331 N BUFFUM ST, MILWAUKEE, WI, 53212-3305","Recycling Cart: No Cart","","single, no r-cart on site"
"2025-02-10 00:00:00","812 N MARTIN L KING JR DR, MILWAUKEE, WI, 53203-1701","Graffiti","","Graffiti on the building."
"2025-02-10 00:00:00","2767 N 28TH ST, MILWAUKEE, WI, 53210-2612","Missed Collection: Garbage","","g-carts at collection point"
"2025-02-10 00:00:00","2121 W NASH ST, MILWAUKEE, WI, 53206-1851","Recycling Supervisor Notification","2025-02-11 00:00:00","Courtesy; says other dumped a number of empty cardboard boxes broken down by garage off alley. Elderly caller dealing with health issues, can't tidy up herself. Hoping City can just remove before next approx r-day 2/17 start."
"2025-02-10 00:00:00","4934 W FAIRMOUNT AV, MILWAUKEE, WI, 53218-4338","Recycling Cart: Damaged","","r-crew left notification to replace r-cart due to damage"
"2025-02-09 00:00:00","235 S 69TH ST, MILWAUKEE, WI, 53214-1611","Loose Lid","2025-02-10 00:00:00","Per Oper #98, approx area, by S 70th & W Kearney St, Northbound by I-94-East on-ramp, manhole lid loose, half on. x M-5."
"2025-02-09 00:00:00","2672 N PIERCE ST, 1, MILWAUKEE, WI, 53212-2955","Potholes","2025-02-10 00:00:00","Potholes in road, getting larger with time."
"2025-02-09 00:00:00","162 N 91ST PL, MILWAUKEE, WI, 53226-4526","Street Light Out","2025-02-09 00:00:00",""
"2025-02-09 00:00:00","716 S 10TH ST","Bulky Pickup & San Inspector Notification","","Mattress and shopping cart full of garbage abandoned in alley."
"2025-02-09 00:00:00","1002 W PIERCE ST","Large Items Discarded on Private Property","","This property has had a large pile of gravel on the sidewalk and going in to the street for months."
"2025-02-09 00:00:00","716 S 10TH ST","Alley Light Out","2025-02-10 00:00:00","Alley light has been out for 2 years. Have put in multiple requests."
"2025-02-09 00:00:00","2069 W HOWARD AV, MILWAUKEE, WI, 53221-1945","Street Light Cycling","2025-02-10 00:00:00","Lights are out"
"2025-02-09 00:00:00","338 W NORTH AV, MILWAUKEE, WI, 53212-3145","Special Pickup - Accident Debris","2025-02-10 00:00:00",""
"2025-02-09 00:00:00","9148 W CHESTER ST, MILWAUKEE, WI, 53214-0000","Street Light Out","2025-02-10 00:00:00","Multiple street lights out on W Chester since at least Friday, 2/7."
"2025-02-09 00:00:00","3430 W LISBON AV, MILWAUKEE, WI, 53208-1948","Special Pickup - Accident Debris","2025-02-10 00:00:00",""
"2025-02-09 00:00:00","2806 S PINE AV, MILWAUKEE, WI, 53207-2221","Area Dark","2025-02-10 00:00:00",""
"2025-02-09 00:00:00","4184 N 14TH ST, MILWAUKEE, WI, 53209-6907","Backwater","2025-02-09 00:00:00","backwater inside house"
"2025-02-09 00:00:00","3416 N 79TH ST, MILWAUKEE, WI, 53222-3937","Backwater","","backwater in home"
"2025-02-09 00:00:00","4201 N 72ND ST, MILWAUKEE, WI, 53216-1037","Clogged Catch Basin/Surface Flooding","2025-02-10 00:00:00","Surface sewer on corner 72nd and Hope Ave.  is packed to the top with leaves. It happens every year. Someone in the neighborhood is raking leaves and stuffing the debris in the sewer every year."
"2025-02-09 00:00:00","626 E KILBOURN AV, MILWAUKEE, WI, 53202-0000","Area Dark","","AREA DARK // CHECK FOR LOCAL CIRCUIT TROUBLE"
"2025-02-09 00:00:00","3047 N MURRAY AV, MILWAUKEE, WI, 53211-3205","Backwater","2025-02-09 00:00:00","Sewer is flooding into street, low water pressure"
"2025-02-09 00:00:00","1400 W ARTHUR AV, MILWAUKEE, WI, 53215-3351","Area Dark","2025-02-10 00:00:00","AREA DARK FOR HOURS AND HOURS NOW."
"2025-02-09 00:00:00","7801 W GRANTOSA DR","Street Light Out","2025-02-10 00:00:00","Street light in front of my house hasn’t worked in over a year."
"2025-02-09 00:00:00","1519 N 53RD ST, MILWAUKEE, WI, 53208-2230","Backwater","2025-02-09 00:00:00","I have sewage backup in my basement. The streets around my house have been getting sewer maintenance over the past month.  Thursday the 6th or Friday the 7th, my drainage pipe stopped working and water/sewage has been backing up into my basement. Please advise. I assume you'd send someone over to snake the drain. I last had the drain cleared by professionals in mid 2024."
"2025-02-09 00:00:00","921 N MARSHALL ST, MILWAUKEE, WI, 53202-0000","Potholes","2025-02-10 00:00:00",""
"2025-02-09 00:00:00","6872 N 40TH ST, MILWAUKEE, WI, 53209-2225","Garbage Cart Not Returned to Storage Location","2025-02-10 00:00:00","wed pick-up, it is Sunday..... Thank-You"
"2025-02-09 00:00:00","3034 N 30TH ST, MILWAUKEE, WI, 53210-2026","Missing Sewer Lid or Grate","2025-02-09 00:00:00","SEWER LID MISSING"
"2025-02-09 00:00:00","2305 E MORGAN AV","Missed Collection: Garbage","","Scheduled garbage pickup has been missed for last two scheduled pickups (2 weeks)"
"2025-02-09 00:00:00","1402 W MEINECKE AV, MILWAUKEE, WI, 53206-0000","Scattered Litter and Debris on Private Property","","Garbage cans over flowing because there not setting them out to curb line to be collected"
"2025-02-09 00:00:00","1521 N 54TH ST, MILWAUKEE, WI, 53208-2266","Missed Collection: Additional Items","","I submitted a request for Christmas tree collection on Dec 29 - request number 16468723. The issue was marked as completed but the tree is still here."
"2025-02-09 00:00:00","3136 N 30TH ST, MILWAUKEE, WI, 53216-3820","Missing Sewer Lid or Grate","2025-02-09 00:00:00","Missing sewer lid"
"2025-02-08 00:00:00","2009 N 37TH ST, MILWAUKEE, WI, 53208-1804","Miscellaneous Street Maintenance Request","","Street needs to be cleaned ASAP. Especially in front of 2009 n 37th St ASAP"
"2025-02-08 00:00:00","2009 N 37TH ST, MILWAUKEE, WI, 53208-1804","Stop Sign","","The stop sign at the corner of 37th and Brown is turned the wrong way which can cause a accident please ? fix ASAP"
"2025-02-08 00:00:00","5415 S 23RD ST, MILWAUKEE, WI, 53221-3704","Miscellaneous Street Maintenance Request","","Yield sign blown down"
"2025-02-08 00:00:00","1728 W NASH ST, MILWAUKEE, WI, 53206-2414","Broken Branch Hanging Over Street","","BBH OVER ROADWAY 1502 W NASH ST"
"2025-02-08 00:00:00","2472 S 6TH ST, MILWAUKEE, WI, 53215-3225","Dead Animal","","Dead opossum in traffic !!!!"
"2025-02-08 00:00:00","231 W WISCONSIN AV, MILWAUKEE, WI, 53203-0000","Bulky Pickup & San Inspector Notification","","The item is a medium-sized grey and green storage container. It is in the alley, next to the dumpsters"
"2025-02-08 00:00:00","1300 W COLLEGE AV, MILWAUKEE, WI, 53221-6000","Construction Concerns","","plate shifted on 13th College called out Street Maintenance"
"2025-02-08 00:00:00","3121 N 33RD ST, MILWAUKEE, WI, 53216-3846","Backwater","2025-02-08 00:00:00","backwater in basement"
"2025-02-08 00:00:00","4680 N 19TH PL, MILWAUKEE, WI, 53209-6437","Broken Branch Down - Blocking Sidewalk","","Due to the high winds the tree branches are breaking, this is the 2nd time within a year a request was made due to this tree."
"2025-02-07 00:00:00","180 N 93RD ST, MILWAUKEE, WI, 53226-4401","Street Light Out","","Street lights out after electrical power outage in the area last night"
"2025-02-07 00:00:00","3460 N 90TH ST, MILWAUKEE, WI, 53222-3653","Street Light Out","2025-02-08 00:00:00","Street Light has been out for over a week."
"2025-02-07 00:00:00","8920 W BLUE MOUND RD, 2, MILWAUKEE, WI, 53226-4568","Area Dark","2025-02-08 00:00:00",""
"2025-02-07 00:00:00","4401 N GREEN BAY AV, MILWAUKEE, WI, 53209-0000","All Other Signs","","Bus stop sign was knocked down sometime ago, it needs to be replaced because buses are passing people who are standing there. It's for route 80 on N Greenbay Ave and W Congress St. 
by the Citgo gas station at  This is my second time reporting, someone came for the actual sign that was on the ground, but have not replaced it yet."
"2025-02-07 00:00:00","1647 N ASTOR ST, MILWAUKEE, WI, 53202-2107","Garbage Cart Not Returned to Storage Location","","Recycling and Garbage Cart left at curb on Kewaunee side of property for weeks"
"2025-02-07 00:00:00","908 E KEWAUNEE ST, MILWAUKEE, WI, 53202-2114","Garbage Cart Not Returned to Storage Location","","Carts left at curb for days"
"2025-02-07 00:00:00","3404 S 32ND ST, MILWAUKEE, WI, 53215-4204","Area Dark","2025-02-07 00:00:00",""
"2025-02-07 00:00:00","601 E MEINECKE AV, MILWAUKEE, WI, 53212-3432","Garbage Cart: Damaged","","4 unit, 4 carts, one is missing lid"
"2025-02-07 00:00:00","1824 E PARK PL, MILWAUKEE, WI, 53211-0000","Property Not Recorded Properly","","LLC not recorded"
"2025-02-07 00:00:00","2223 W CONGRESS ST, MILWAUKEE, WI, 53209-6313","Alley Light Out","2025-02-08 00:00:00","light out for 1 week"
"2025-02-07 00:00:00","2223 W CONGRESS ST, MILWAUKEE, WI, 53209-6313","Street Light Cycling","2025-02-08 00:00:00","light across the street is cycling"
"2025-02-07 00:00:00","3371 S 66TH ST, MILWAUKEE, WI, 53219-4212","Area Dark","2025-02-07 00:00:00","from ohio to morgan from 64th to 68th, x5944"
"2025-02-07 00:00:00","4600 W BURLEIGH ST","Area Dark","","several blocks of E. Burleigh St. have no lights centered around N. 46th St."
"2025-02-07 00:00:00","10710 W FLORIST AV, MILWAUKEE, WI, 53225-2402","INFO ONLY: Recycling Collection Day Information Request","2025-02-07 00:00:00",""
"2025-02-07 00:00:00","3075 N 45TH ST","Settlement","","Large dangerous depression in eastbound lane of W. Burleigh St. WILL DAMAGE CARS"
"2025-02-07 00:00:00","2876 N 32ND ST","Special Pickup - Accident Debris","","Bus crashed yesterday in the intersection of W. Fond du Lac & W. Locust St. Debris still under railroad crossing and on south side of W. Locust St."
"2025-02-07 00:00:00","1551 N 18TH ST, MILWAUKEE, WI, 53205-2041","DNS - No Contact Info X2268 Internal Transfer","2025-02-07 00:00:00",""
"2025-02-06 00:00:00","3508 N 40TH ST, MILWAUKEE, WI, 53216-3419","Missed Collection: Garbage","2025-02-07 00:00:00","Missed collection still left on curb."
"2025-02-06 00:00:00","9192 N 70TH ST, MILWAUKEE, WI, 53223-2116","Special Pickup - Accident Debris","2025-02-07 00:00:00","Missed garbage collection"
"2025-02-06 00:00:00","6650 N 55TH ST, MILWAUKEE, WI, 53223-5910","Dead Animal","","dead possum in street, near curb"
"2025-02-06 00:00:00","2123 S LAYTON BL, MILWAUKEE, WI, 53215-2456","Recycling Cart: Damaged","","Cart is cracked with hole on side"
"2025-02-05 00:00:00","2820 N 89TH ST, MILWAUKEE, WI, 53222-4604","Scattered Litter and Debris on Private Property","","Frequent overflowing garbage"
"2025-02-05 00:00:00","2821 N 88TH ST, MILWAUKEE, WI, 53222-4647","Rats or Rat Harborage","","The rat holes are on her own property around the house. Please ring bell and bait"
"2025-02-05 00:00:00","921 W LAPHAM BL, 18, MILWAUKEE, WI, 53204-3434","Dead Animal","2025-02-05 00:00:00","Dead animal in the street around this spot please pick up"
"2025-02-05 00:00:00","3548 N 10TH ST, MILWAUKEE, WI, 53206-3311","Scattered Litter and Debris on Private Property","2025-02-05 00:00:00","Scattered debris"
"2025-02-05 00:00:00","3548 N 10TH ST, MILWAUKEE, WI, 53206-3311","Scattered Litter and Debris on Private Property","2025-02-05 00:00:00","Scattered Debris"
"2025-02-05 00:00:00","3538 N 10TH ST, MILWAUKEE, WI, 53206-3311","Scattered Litter and Debris on Private Property","","Scattered Debris"
"2025-02-05 00:00:00","3543 N 10TH ST, MILWAUKEE, WI, 53206-3312","Scattered Litter and Debris on Private Property","2025-02-05 00:00:00","Scattered Debris"
"2025-02-05 00:00:00","3547 N 10TH ST, MILWAUKEE, WI, 53206-3312","Scattered Litter and Debris on Private Property","2025-02-05 00:00:00","Scattered debris"
"2025-02-05 00:00:00","3551 N 10TH ST, MILWAUKEE, WI, 53206-3312","Scattered Litter and Debris on Private Property","2025-02-05 00:00:00","Scattered debris"
"2025-02-05 00:00:00","2542 N 12TH ST, MILWAUKEE, WI, 53206-0000","City-Owned Vacant Lot Weeds","2025-02-05 00:00:00","Long grass and scattered debris"
"2025-02-05 00:00:00","2842 N 12TH ST, MILWAUKEE, WI, 53206-2615","Bulky Pickup & San Inspector Notification","2025-02-06 00:00:00","Illegal dumping and car parked on lot"
"2025-02-05 00:00:00","4909 N 39TH ST, MILWAUKEE, WI, 53209-0000","Zoning Violation","2025-02-05 00:00:00","Parking lot in need of re-paving."
"2025-02-05 00:00:00","2836 N 12TH ST, MILWAUKEE, WI, 53206-0000","Scattered Litter and Debris on Private Property","2025-02-05 00:00:00","Debris on city lot"
"2025-02-05 00:00:00","2036 N PROSPECT AV, MILWAUKEE, WI, 53202-0000","Large Items Discarded on Private Property","2025-02-05 00:00:00","Christmas tree with lights."
"2025-02-05 00:00:00","3450 N 9TH ST, MILWAUKEE, WI, 53206-2811","City-Owned Building Cleanup","2025-02-06 00:00:00","Scattered debris"
"2025-02-05 00:00:00","3439 N 8TH ST, MILWAUKEE, WI, 53206-0000","City-Owned Vacant Lot Cleanup","2025-02-06 00:00:00","Scattered debris"
"2025-02-05 00:00:00","3434 N 9TH ST, MILWAUKEE, WI, 53206-2811","Bulky Pickup & San Inspector Notification","","Contaminated RC Carts"
"2025-02-05 00:00:00","2968 N 18TH ST, MILWAUKEE, WI, 53206-2138","Garbage Supervisor Callback","","caller states their garbage is often missed"
"2025-02-05 00:00:00","3538 N 10TH ST, MILWAUKEE, WI, 53206-3311","Bulky Pickup & San Inspector Notification","2025-02-06 00:00:00","Contaminated RC carts and scattered debris"
"2025-02-05 00:00:00","3403 N 8TH ST, MILWAUKEE, WI, 53206-0000","City-Owned Vacant Lot Cleanup","2025-02-06 00:00:00","Scattered debris, clean up"
"2025-02-05 00:00:00","6164 N 87TH ST, MILWAUKEE, WI, 53225-1941","Sanitation Inspector Callback","2025-02-05 00:00:00","CALLER ASKING TO SPEAK WITH SUP ABOUT 1-2 DAY EXTENSION FOR VIOLATION NOTICE"
"2025-02-05 00:00:00","4551 N 21ST ST, MILWAUKEE, WI, 53209-6306","Special Pickup: Construction Material, Less Than 2 Cubic Yards","2025-02-07 00:00:00","const mat in alley, toilet & aware of fees"
"2025-02-05 00:00:00","4551 N 21ST ST, MILWAUKEE, WI, 53209-6306","INFO ONLY: Recycling (How To) Information","2025-02-05 00:00:00",""
"2025-02-05 00:00:00","2951 S 53RD ST, MILWAUKEE, WI, 53219-3334","Street Light Cycling","2025-02-06 00:00:00","Street light is out and sometimes very dim"
"2025-02-04 00:00:00","335 E MONTANA ST, MILWAUKEE, WI, 53207-2017","Street Light Out","","Block of 335 e Montana street and surrounding area is out"
"2025-02-04 00:00:00","4404 N 55TH ST, MILWAUKEE, WI, 53218-5714","Garage in Disrepair","2025-02-04 00:00:00","Garage falling apart, door left open 24/7 rodents in and out causing problems for neighbors for months. Trash & debris everywhere. All types of cars in and out but no one fixes anything. Keep complaining no results"
"2025-02-04 00:00:00","2912 N 85TH ST, MILWAUKEE, WI, 53222-4718","Bulky Pickup & San Inspector Notification","","Can you please send an inspector. This is currently a mild situation. But it is still disgusting that they have 3 garbage bins and they are all overflowing. Just asking for animals to come and wind to blow it all over the alley."
"2025-02-04 00:00:00","2352 N 51ST ST, MILWAUKEE, WI, 53210-0000","Rats or Rat Harborage","2025-02-04 00:00:00","Since New tenant moved in mice all in buildings garbage all over in halls pit bulls in apartments people smoking weed in halls and sleep in halls building not secure nothing has been done. Them someone tried to break in and the would not fix my lock"
"2025-02-04 00:00:00","1711 W CENTER ST, MILWAUKEE, WI, 53206-2107","Dead Animal","2025-02-04 00:00:00","Raccoon on the grass (been here 2weeks).  Across the street from this address, westbound lane"
"2025-02-04 00:00:00","2748 S ADAMS AV, MILWAUKEE, WI, 53207-2129","Area Dark","2025-02-04 00:00:00","Entire BLocks"
"2025-02-04 00:00:00","2979 N 49TH ST, MILWAUKEE, WI, 53210-1636","Miscellaneous Sewers Request","2025-02-04 00:00:00","Caller reports putting out a small fire that was in a hole a city crew was recently working on on the corner of Chambers and 49th.  She's calling 911.  Called into 5197"
